,reviewid,retailer,productNO,rating,subject,text,label,category
168,08f3b9a39f62cfb160fbb7f50b760477,Zooplus,756609,3,88 pack is better value,"This works out at .246p per pouch, the 88 for £19.99 box is only .227p per pouch!",['price'],
169,301f53f5fe81186888db4ffe0cf2a5df,Medicanimal,I9005504-6 x 12 x 85g Pouch - Chicken,5,Our kitty is much improved!,"The dry food is her preference, I couldn't seem to persuade her to eat the wet version, but I still give her other wet pouch food, and have bowls of water about which she now drinks whilst on the dry prescription food.",['flavour'],
170,b7d64c6766baf9d73224cb97dae2bd0b,Zooplus,358729.13,5,Excellent,The foster cats wouldn't touch it.,['flavour'],Cat Food (main meal)
171,0d71188fa344158294d31d5e80e5b5a9,Amazon-UK,B07Q62JQFN,5,Excellent,Very tasty and good price.,"['price', 'flavour']",Ale
172,731db959eed325cbf3e20a9fad6d4f13,Amazon-US,B01BI3MCMQ,5,Quality,My kittens both love the stuff and look forward to eating it.,['flavour'],Cat Food (main meal)
173,69d5ffed73f6e47e372744999d0d1f9e,Amazon-UK,B00UI9CD0I,5,A great collection,Perhaps he is allowed to retire after one more tour!,[],
174,5d82a2eee501956b14acc983ae83044c,Iceland,76867,1,,they stink really bad.. threw them in the bin,"['ingredients', 'flavour']",
175,8f186f0c59de8339979a1a9bd2bc7767,Target-US,A-13346898,2,Over a year out of date,"Oh Well, sometimes you're the bug, sometimes your the windshield.",[],Chocolate
176,7caca6aba1109b0028b2a1028829f049,Candy-Warehouse-US,126034,5,PERFECT COLOR AND GREAT TASTE TOO!,This is a huge bag but filled all the containers on the Dessert Table and the guests were amazed at the color coordinated candies!,"['size', 'presentation']",Chocolate
177,0e04c602e5e37707492c08a480751169,Ocado,418489011,3,Good alternative to wheat wraps.,I found these ok and think theyre a good option for people that need gluten free wraps.,"['flavour', 'ingredients']",
178,0893db7a8c9e92904a92f01090967bdd,Amazon-UK,B07C9BSS8D,5,Delicious and versatile in flavour!,Loved the chocolate caramel pretzel the best.,['flavour'],Cereal Bars / Breakfast on the Go
179,f6932c0fa15569162db0513e7cd91e42,Target-US,A-51206588,,Cried in hormonal frustration,"The applicator is super thick, even for regular absorbency it is thicker than another brand’s super absorbency.",['ingredients'],
180,c215f7b3a4acc42910a4ef5fb1f7e2f9,Fetch,342112011,1,Our dog is not a vegetarian,I got this free from Lily's Kitchen.,['ingredients'],Dog Food (main meal)
181,6a1edfe928f21bc7a92547bc97bb75e2,Amazon-US,B0722JJZ2B,5,Recommended by OBGYN,"After my hysterectomy, I noticed that I was very sensitive to bar soap or heavily perfumed soap.",[],Mass Skincare
182,f352f372c2bbf0d9eaf9985cd05a81fd,Walmart-US,255835340,5,This fragrance is amazing!!,I feel this is the best “department store “ body wash on the market.,"['flavour', 'functionality']",
183,7481f2844659ef48108cbeda1f931122,Amazon-US,B008GZC8QA,5,The right salt!,All good with this product.,['ingredients'],
184,b9675b92f1acd84c6ed16596a00e16d5,Jet-US,d6d413cc05f641a685891e0a8321a33e,5,Twelve hours superb,Better than most,['functionality'],Feminine Hygiene
185,f57d10ef3a747d44dc95fef29b1a317d,Zooplus,300455.3,4,Good if you find the right flavour,I chose Bozita as this is supposedly good for young and old cats.,"['flavour', 'ingredients']",
186,ffb64c8fcae6503ac371e1d9752285e5,Ocado,413326011,4,Biodegradable wipes,Good to find some biodegradable baby wipes without a lot of the nasty chemicals.,['ingredients'],
187,c4c0c3abb756b508d6ed15d1a6f30e58,Argos,9413052,,,Bought for our daughters and they all love it.,['functionality'],Toys
188,d0f04cd41c0fedc4010fa2592d2b8e9b,Amazon-Fresh,B07CTT5VLT,5,Great brew,Need coffee when I wake up this does the job 👍👍👍,['flavour'],
189,90360a420374d24638cc3351ab08ff71,Medicanimal,I0001145-2kg,5,Pleasant smelling kibble which my dog loves,I bought two 15kg bags as there was an offer available .,['flavour'],Dog Food (main meal)
190,ff7c340ddba8fc7114dd5ed74c48e82e,Tesco,299522748,5,Great way to kick start weight loss,I've tried to lose weight a few times now but always struggled with ideas and actual time to follow a set weight loss program.,['functionality'],Slimming
191,3139cda238decfe6302000065564d588,Chewy-US,104795,1,Cats won't go near it,Cats love that one.,['flavour'],Cat Food (main meal)
192,7bfcd37b495b793f9408919f891f17f4,Sainsburys,1336863,4,Comfort food,"The bits of meat are small and tasty, good comfort food!","['size', 'flavour', 'ingredients']",Tinned Meat
193,c6a4a6fd27e2ca1284e9f1393602dec4,Pet-Circle-AU,opt323223,5,,We used to give him cheaper supermarket food and he would begrudgingly eat it.,"['price', 'flavour', 'functionality']",Dog Food (main meal)
194,5f1875c3ece266246aa2629853f332c0,Amazon-Pet-Supplies,B00VUMWTT2,5,Good value,Good price.,['price'],Comida De Gato (Cat Food)
195,ceeba0a058d81caa2ea4223f4dc20b40,Amazon-US,B009SJANNI,5,Buy it. You wont regret it.,Tastes better than all the recipes I have tried or made myself.,['flavour'],"Herbs, Spices & Seasonings"
196,c4206c61e7b0e62e16517c7e1ad556fb,Amazon-US,B003R0LLZS,5,"Not Stinky, Cats Enjoy","One of my old boys has developed sensitive skin, and often overgrooms or scratches when there is no reason for it (they're strictly indoor cats, no recent environmental stress, etc).",['functionality'],
197,d38a79690e3867df476e525e2226e953,Zooplus,158353.1,5,Cat and kittens love it!,Cat and kittens love it!,['flavour'],
198,b93b70e22d4c9fe4eb80080d762f2efa,Amazon-Pet-Supplies,B0080CLMCK,5,Good value and cat loves them,This multibuy was good value when I bought 8 packs; worked out just under 80p a bag which is less than the shop price.,"['price', 'flavour']",Cat Treats
199,ec04a50e30bd4e0f44c30c35e7c541ff,Master-Of-Malt,5977,3,It's ok,"I'm having some tonight, it's ok but i just can't seem to drink it strate, i tried, the alchohol is to strong and it's messing up the flavour.",['flavour'],
200,5b1b6c22f5a6ff279f36ba6df3860c2c,Tesco,264769626,1,I bought this for the first time today. It is ther,I bought this for the first time today.,[],Peanut Butter
201,d91e6f9f0b96d88e6496044ae1e78afd,Amazon-US,B000GG0BLQ,5,Tastes Great!,Even the kids love it!,[],
202,b4b796d131b0accb6b0da5042ea18cb6,ASDA,56941672,4,Nice,"Even tastes okay without adding veg, maybe a bit of red onion would be nice!","['flavour', 'ingredients']",Cous Cous
203,2f7bf66e63843b1cab4059869cf31017,John-Lewis,73210206,5,,I have the Aston Martin and the Ford Mustang.,[],LEGO
204,83b2030cf3cc46ef7475a50a1f2e9521,Chewy-US,214647,5,Good For Small Dog,I feed him one pouch of this every morning.,['flavour'],Dog Food (main meal)
205,b6e91e9712da658fcba73ed0e9176548,Ocado,27377011,3,"Not hot, only mildly spiced",I was disappointed with this as I expected a bit of heat which was never delivered.,"['flavour', 'shipping']",Ambient Asian cooking
206,52e05440767aa36a849ae7253bc8685b,Argos,8265311,,,There’s so much to see on the picture and it’s great quality,"['flavour', 'ingredients', 'functionality']",Games
207,612151fb4552e4a954fe89aea480cdc4,Amazon-UK,B07PV8QPNL,2,Total misrepresentation of the colours😩,"If you like yellow, with a little bit of gold, knock yourself out.",['presentation'],
208,3973fb82fdb617f93f2c4165128b4a11,Boots,2111964,4,,Has an amazing smell and silky smooth texture.,['flavour'],
209,e42a1e94d7feba59d84e5fd22c1b0995,Fetch,226781011,5,Really great puppy food,Bought hull as it was recommended and I wasn’t disappointed,['flavour'],Dog Food (main meal)
210,9dc572dbc05d4590d59f6096d3880aef,Target-US,A-15325559,5,Would recommend,My only complaint is that the bars are so small.,['size'],
211,59763a4c6d9e49f70b16c942ebe44117,Amazon-UK,B0069RTJK0,4,You can't go wrong,It seems you can't go wrong with Tropical Wholefoods fruit and nut bars.,"['flavour', 'ingredients']",Cereal Bars / Breakfast on the Go
212,1b3ac50158adde86adcec69768a6e1c0,Walmart-US,377103763,4,,Sometimes the added jerky stuff is really small.,['size'],Dog Treats
213,ce4f10794a3b673a80f1859062aa6cf9,Chewy-US,207670,5,Quality food and now in a more convenient size,It is hard to find dog food that isn't grain free these days.,"['flavour', 'ingredients']",Dog Food (main meal)
214,6af8602e3061a8597ddd1b0d9b1b48ae,Ocado,364821011,4,Liked it!,"Got this on flash sale, great taste and gave me a nice afternoon boost!",['flavour'],Energy
215,d7b7e09339609f9471ea820bc4a4e6f9,Amazon-Fresh,B0756W5PY9,5,Tasty & Smooth,"The other half loves them, I love them, who wouldn't?",['flavour'],Chocolate All Year Round Boxed
216,518f5647ee51cbe166d6716569bb05c8,Chewy-US,178176,5,3 Cats Love It,"I like that it’s kinda runny but not too much, easy for me to split up for the 3 of them, other pates are almost solid and I have to smush them up with a spoon before serving, but not this!",['flavour'],Cat Food (main meal)
217,6d83f7ed5cca35cd0617f98bf050f852,Amazon-UK,B07S8P9H24,5,Amazing Blades!,"After 3 shaves I've still got my 1st blade and it still looks new, with all lubrication still intact.",['functionality'],Male Wet Shaving
218,b64897b4d4246f4ba5c0e5e1c7435964,Amazon-UK,B07Z452D52,5,Tasty chocolate with a conscience,It is not the strongest dark chocolate in the world and is not meant to be.,['flavour'],Chocolate Multipack
219,ab07677d11da3d9330ee9200d9f4ee47,Walmart-US,102393300,5,The best treat ever,"We love these bars , and would eat them everyday but they are expensive.","['price', 'flavour']",
220,c2046383d73301793710b5b1b1a97adb,Amazon-US,B00U3WX0HA,5,Best one,Will buy again.,['flavour'],Chocolate
221,242b852153d34a8f254470fe56c388b0,Amazon-Pantry,B014VYUDTS,5,My cat loves these,Delivery was fast.,['shipping'],Cat Food (main meal)
222,b71cc1a81babd7cc94972ec8f4c8d0c4,Walmart-US,161963054,5,I'm so glad I found these!,But then I saw these pads and figured “may as well give them a try” and amazed wasnt the word.,['functionality'],Feminine Hygiene
223,c645028bf0355ec960e0fc18485514ff,Amazon-US,B071P42VXJ,5,Good,Good product,['functionality'],Cat Food (main meal)
224,8e3588d7319bef72fcba7d3f44cd67a9,Candy-Warehouse-US,129808,4,Loved the porkies!,"Me, too :).",[],Fruity Confectionery
225,d8a3df29d3de59fd974ab0715251a83a,Amazon-US,B001H31ZTE,5,King-sized doesn't mean 1 of each type?,"For some reason, not a single one of these packs that I've opened so far has had an orange flavored segment in them.",['flavour'],Fruity Confectionery
226,25cacc1a12ac19931494819e1a62b67c,Waitrose,58044,3,Mixed peppers,"Two out of three were good, less than half of the third one was useable.",['ingredients'],Dog Treats
227,145c09460d9a97fccf3e25fa2b4b5de4,John-Lewis,237493776,5,No regrets!,This camera is truly excellent!,['functionality'],
228,a1cb916826848e5b541912e3dd7c0bd0,Amazon-US,B01D2M4G0C,5,This company delivers results and value.,The quality is as high without paying high prices for a good staple skincare product that is great for occasional use.,"['price',  'functionality']",
229,2716b59768fd05308c62c14b9b73be8c,Amazon-US,B06X969MTH,5,love it!,My dog loves it and she is not easily pleased!,['flavour'],Dog Food (main meal)
230,6b67bd2de360c61d13e00ce84bf50bea,Amazon-UK,B07BD5GX7M,5,"Easy to use, looks great!","This brand is amazing, the results were instant and lasted well over 14 hours.",['functionality'],Suncare
231,bc873306db252f38ef0f0c33aec57413,Amazon-US,B00BOK8P2A,1,Don‘t Buy It ！！,can't let more people waste their money and put their dogs in danger!!!!,"['ingredients', 'functionality']",Dog Food (main meal)
232,259d62b47fb72270ad27ef98acfc6c5d,Zooplus,719052.1,5,great snacks,"and the content of the pouch is healthy, I wouldn't mind eating that if the cats let me ;)",['flavour'],Cat Food (main meal)
233,7fa5935a141f7505f77cbf82cda7b62e,Amazon-UK,B07C9BSS8D,5,So glad I found these beauties!,"If They sold the individual bars at a cheaper price, they’d be great for children’s lunch boxes.","['price', 'flavour']",Cereal Bars / Breakfast on the Go
234,d60c926fd7a10856edbfed010fdfe75c,ASDA,1670450,5,Delightful fruit toast!,A staple for our freezer!,['flavour'],
235,15a92e423b57539a2ea16631cd9010d7,Amazon-US,B006ULZHZQ,5,Delicious!,Delicious!,['flavour'],Fruity Confectionery
236,9bbd62170036b95987f68f34392393e5,Amazon-US,B01N7VJMBF,5,Best product,I felt very happy once I used first time.,['functionality'],
237,23bdb826d54a8ee8710a109bbf85f37f,Ocado,66146011,1,cuts everywhere,Worst razors ever- they should be sued!,['functionality'],Female Shaving
238,8b5611baed59900f4cb127e9baa88894,Amazon-Fresh,B06XHCBFYD,5,Worked for me,"However, I never used it near water so cannot comment on how water resistant it is.",['functionality'],Suncare
239,ca66545358b8ef3ec7de0011270bb0c0,Chewy-US,56904,5,She loves it,My dog loves this!,['flavour'],Dog Food (main meal)
240,554bbc24a1fa7a6266db0c5444904c17,Candy-Warehouse-US,125781,5,Looks great. Packaging in good,Looks great.,['flavour'],Fruity Confectionery
241,c971103ded9cb3aa8a832b0e0bd6b5fc,Walmart-US,15716489,5,Great puppy food!,Puppy food is very affordable and nutritious for my puppies!,"['flavour', 'ingredients']",Dog Food (main meal)
242,e39bf81de993a7e3b93248eaa3a8f9eb,Superdrug,949248,5,Thick and moisturising,"Moisturiser is nice and fairly thick, but absorbed quickly, leaving skin nice and supple.",['functionality'],
243,b3edb70c6b6daaf786628e9d0e90de72,Zooplus,245028.17,5,Cat would buy Whiskas,My cat would only ever buy Whiskas if he could.,[],Cat Food (main meal)
244,efaa906db3c822ddb9504d42a5526f94,Chewy-US,81162,5,They eat it and make all gone and I have 4 dogs,I mix it with Blue Wilderness kibble and Stella & Chewy dehydrated chicken,['ingredients'],Dog Food (main meal)
245,b8ebb898495b0fef53da599f01660092,Amazon-US,B000JZEABG,1,Something off about this candy!,"A few hours later I had stomach pain, and pains in both legs.",[],Fruity Confectionery
246,67e002ee5906acf1b5e0cef72bab2e0b,Superdrug,282713,5,Love this!!!,I would highly recommend this.,[],Mass Skincare
247,08baeb275acda87399977117e4b568a6,Ocado,453934011,1,Yogi Tea Hibiscus Mint,"Overwhelming taste of mint, cannot taste anything else.",['flavour'],Cold Hot
248,5e0cd72552488203aa0ef35eecf1fa55,Amazon-Fresh,B00QQ698IW,5,Makes a good gift,"Makes a great stocking filler, A bit pricey but you do get a variety of good quality syrups in a nice presentation.","['price', 'flavour', 'ingredients']",Coffee
249,d75f098e613ce1eb55743f7d693063e5,John-Lewis,75103109,5,Great little pony toy,She loves playing with it.,['functionality'],Toys
250,1a43cabbbcd856b59dcd00774c4320c2,Zooplus,211414.6,4,Fishy,"My two mogs love the tuna variety and it looks like a can of tuna, they haven't tried the chicken yet and the sardine even though it looks good they won't eat it, or maybe a little and the rest gets thrown away .don't know why , not usually fussy.","['flavour', 'ingredients']",Cat Food (main meal)
251,954754460c6847d59287c3119bec4666,Amazon-US,B000GG0BM0,5,Perfect cinnamon tea,"This tea is very good, with a little sweetener or honey.",['flavour'],
252,febffdef2af2acbe076835aef7c8e97b,Boots,10233370,4,Awful Packaging,"No ✔ Yes, I would recommend this product.",['functionality'],
253,14f2921695051d9145e566146560eb04,Amazon-US,B00WN5VC16,5,Dogs love them!,I use them as Kong Bone stuffers and reward treats.,['flavour'],Dog Treats
254,07f7e1953e40bb7b616c7ea9b5ea6a4c,Walmart-US,407634005,5,A great gel for the occasional shaver,My razors are holding up well through multiple shaves so it seems to be doing its job nicely.,['functionality'],Male Wet Shaving
255,c99622e9bcbdbcf8c959e3cc9e67871e,Amazon-Fresh,B01E3T6C6Y,5,Gift for wife,Will be cleaned after use and will reuse to put fairy lights in,['functionality'],Gin
256,4c259c6f60271ab9b32a11205084c172,Amazon-US,B07N9MYZJQ,1,Worthless unless you want orange legs!,Even the soapy water was bright orange.,['functionality'],
257,3358b2741aaf8eedb3c9ce946f7a33b0,Chewy-US,100736,5,Smart Bones Twists,"Again, I like that there is no rawhide.",['ingredients'],Dog Treats
258,9093717e83d3b06eba78f09af6398a57,Medicanimal,I0045372-10kg,2,,"I am stuck with 8kgs of this, but more importantly I want to know why.",[],
259,6f0311bb5e35ef6d025184450bd85f8f,Amazon-UK,B008KJ85JG,5,"Great value, great taste","Pepsi great flavour as usual, well packaged and delivered with care.","['flavour', 'shipping', 'packaging']",Cola
260,833197b03077b35e5e8e57e2fe393fdc,Morrisons,349292011,4,Pleasant taste,to it.,[],Coffee
261,51e894152249edf38fb62434023fd3ae,Amazon-US,B07YFH9HF5,1,Not a fan,I bought this stick to touch up sunscreen.,[],
262,2e162d1424a853fb7ebcbc78a7795bbc,Amazon-UK,B00UHQKH8C,5,Gives glow not Matt but I love that,Gives an amazing glow so don’t need foundation unless it’s just for abit of colour but ever,"['presentation', 'functionality']",Suncare
263,5cc6127c84ebd8c9c70ebb053cb86137,Master-Of-Malt,2422,,Second to none,there are a lot of awesome scotch wiskies out there- I have had them all!!!,[],Chocolate
264,da39a25a875a03108d99d6af76eaf9fc,Walmart-US,25876411,5,,Great taste.,['flavour'],
265,016931fe860b8af21c6099d42001f032,Amazon-Pantry-IT,B0136ZCX1E,4,Buon prodotto,Capsule originali,[],
266,2902348dab3b9bb1f3d702d423a765fb,Ocado,393035011,4,Refreshing drink,Enjoyed this.,['flavour'],Adult
267,e077845731472c70641315035eaade6d,Chewy-US,132982,5,Dogs enjoy it!,"I glad to see there were not a bunch of ""meals"" in this food within the first couple ingrediants.",['flavour'],Dog Food (main meal)
268,26cc10f4f7f1331dae5a2c7661ce2b6e,Sainsburys,7266160,5,"smooth, creamy, delicious",Fantastic!,['flavour'],Adult Yogurt
269,83e9d5481e5810fe51713de972358f48,Sainsburys,Item code:,5,Great taste,"Great taste, delicate and not too sweet, exactly how I like it.",['flavour'],
270,e141acb379dd15309c49c481b960e569,John-Lewis,238151459,5,Who doesn't love the Flintstones!,What can I say it's the Flintstones.,[],
271,92662c7b6b5880cede84cfdd17839fef,John-Lewis,75105140,5,Super Cute!!!,As a parent is was awesome watching them play with the toy and the slime and use their imagination.,[],
272,b3c10b95ab772a01ca42825d00aad141,Zooplus-NL,781194.26,4,,Bevalt prima,[],Dog Food (main meal)
273,ac54522571e01a841e5a6dc41a497cd0,Viovet,286024,5,This is an excellent product recommended by the vet,Cats love both wet and dry food,['flavour'],Dog Food (main meal)
274,923479edec17e18dccf7aa6f43898c37,Amazon-UK,B08BN9YY76,2,Terrible product. I went hiking in the woods,Terrible product.,['functionality'],Ambient Asian cooking
275,d084f6ea71e88813c55d1ccae29773a6,Chewy-US,131597,5,Chloe loved it!,"My girl absolutely loved this, couldn't get enough.",['flavour'],Dog Treats
276,168d12b8951c425726b8bc47599321f2,Argos,9192744,,,The more you interact with it the better it flys.,['functionality'],Toys
277,57267325e48566ad8925f27018101afb,Amazon-US,B000WS3CN2,5,Fits 3-piece Safety Razors!,"For reference, the width of the Parker 98R is exactly 1.0""",['presentation'],
278,e96d08449ad0f0c4db2904e633a3e284,Boots,10272202,5,Kids review,"I received the macaroni and gave it to our little niece who is usually quite fussy, she gobbled the whole lot down in one go so the proof as they say is in the pudding The texture was nice, the smell was lovely it smelt like normal macaroni and looked good enough to eat myself [This review was collected as part of a promotion.]","['flavour', 'presentation']",Baby Food
279,571cde4ab056451431a814b44e0184cf,Amazon-US,B07GVLH5SR,4,"Normal Dogs, Not Fussy Eaters, Will Like Them","So, I guess if you have a normal dog, they will probably love them.",['flavour'],Dog Treats
280,565b3ac47cd146bbd612403fd3725527,Pet-Circle-AU,h10508,5,,Good product,[],Dog Food (main meal)
281,45358bcf712742b2638adb59a4a6512a,Boots,10256393,4,Value for money,I can see myself repurchasing Were you given this product for free to review?,['price'],Mass Skincare
282,116707664136cd925e9029b7c318caed,Amazon-US,B002VFPBX8,5,Amazing food! I highly recommend it!,"After about a week of being completely on this food, his stool is 100% normal.",['functionality'],
283,2055b28440e3bbcea9f870d827547000,Target-US,A-52906410,,Gentle cleanser,"I haven't noticed a lot of changes in terms of my skin with use, but I think it's something to use with time to see results.",['functionality'],
284,587dbdfeb29a6a4ea0004f511c0be25e,Amazon-UK,B00ET0GVVO,3,Three Stars,NOT ANY GOOD WITH OLD TOWELS,[],
285,4b52278b6c8fa22eda41059d0ec8eba3,Chewy-US,150603,5,Kayce My picky eater...,she is a 14 year old mini doxie.,[],Dog Food (main meal)
286,51524d7b8178dabfbea0250ada530017,Ocado,301399011,1,class II potatoes,"Be aware, it's not premium product.",[],
287,8889ea950718ac75b243f518e0280001,Amazon-UK,B00FRG2E4M,2,Very weak green tea. No flavour. Disappointed,Barely taste the green tea or the lemon.,['flavour'],Tea
288,e3c12af562458c99ec04d3aee24ed7af,Jet-US,67315a61f1994da8a9e532d0c9a18c41,5,WOULD RECOMMEND,GREAT STUFF WHEN ONE HAS A NON-PRODUCT COUGH!!,[],
289,951cb8977bc3926cec60b2b5369a0be8,Waitrose,866180,5,Best vegan bacon on the market,"imo this is the best vegan bacon on the market (better than the ""This"" brand, with tons more flavour).","['flavour', 'ingredients']",
290,d12caf3fba2e6717e6dd0969dc885920,Amazon-US,B0017JDLXG,5,Great biscuits!,Very tasty.,['flavour'],Dog Treats
291,59bcce83f7161356057085a8908291c9,Walmart-US,197720005,5,Hartz chicken & tuna,I received a Free sample to test on my cat Jinks she loved the taste of Delectables [This review was collected as part of a promotion.],['flavour'],
292,463ee2a13df363c15c768b25952aebb4,Amazon-US,B07GVJBBL4,1,Don't buy this product,I would give this zero stars if I could.,[],Dog Treats
293,09e8b22f9d62da72dbcfa1932f72dbc8,Amazon-Pantry,B07DCPY2XZ,5,All natural vegetarian easy lunch.,Delicious.,['flavour'],Rice
294,588761e763d7482722594eb708f8d660,Amazon-US,B001TM3XFW,5,picky dog likes this!,Buying in bulk is cheaper & better value & will last her a LONG time!,['price'],
295,908748fa37fee7b87ddadd94ce3a8f67,Argos,8497220,,,after putting everything together I was very disappointed with this item.,['functionality'],Toys
296,7be39493a6b7bba4aae626bdbfd9a0e8,Superdrug,773289,5,Perfect,The purple mascara is awesome!,['functionality'],
297,3292117b28dcdb9afebd7871919e77a7,Target-US,A-77374571,1,Bring back lime!,Green Apple has destroyed Skittles.,['flavour'],Fruity Confectionery
298,af58a675b4ce1a510cd1df4b9ccaf313,Wilko,501194,5,So stylish,I am so pleased with them around the bath and hand basin - a fantastic purchase with excellent service as they were delivered very quickly and safely under the very difficult current situation.,"['presentation', 'shipping']",
299,b06aedcc009af43e0c0c990b7fe2bce1,Amazon-UK,B01NAPRUKQ,5,Guilt free yumminess,Great product for a variety or to help you decide your favourites!,['flavour'],Protein Bars
300,fa82a7fae53e1082304d8541491a54fe,Sainsburys,1420142,3,Taste like cheap chocolate,"They taste very much like cheap, sugary chocolate.","['price', 'flavour', 'ingredients']",Chocolate Pouch
301,645b32afae9edb0b559d7dbc6dc00bc9,Amazon-US,B005SCXPCU,4,Tastes amazing.,I ate about 3-4 a day on average.,['flavour'],Chocolate
302,6f0de506aef49502c788a16bd6cdb438,Medicanimal,I0043968-56 Sticks - Small Dog,5,Dentastix Large,She is now 2 years and 5 months old.,[],
303,4b27228c13f26f72cadef49989fab750,Ocado,71552011,5,Fabulous oats,I cook mine for 10min so still has firm texture,['flavour'],Breakfast Cereals
304,5ebe51cfd72a1e50fb2781f83db23110,Walgreens-US,prod6355724,3,,I am also not a fan of Dark chocolate.,['flavour'],Chocolate
305,036a5385164ea25151b9f83714384c4c,Zooplus,510855.2,5,Wild adventurers,They enjoy it and it gives them good nutrition.,"['flavour', 'ingredients']",Cat Food (main meal)
306,29f66f610d10584246b274ae7e3564ec,Amazon-Pet-Supplies,B07VS25YVN,5,Popular!,"They have been finicky about food recently, perhaps they will settle on this.",[],Dog Food (main meal)
307,49da583b20c47e6e668b4defc00b9c66,Target-US,A-78259909,,Saved us a trip to the Dr.,It was swollen for days.,[],
308,5b78db193ac067bf1032a98c4957b55e,Petco-US,1202987,5,You Get Great Results,This review was collected as part of a promotion.],[],
309,efb22002ceee8bae0b9a832bc1b33f97,Nordstrom-US,2919149,5,Great!,Smells great and glides onto the skin nicely.,"['flavour', 'functionality']",
310,b78c68f471d1c55cf91e921a167ff66d,Amazon-Prime-Now-UK,B002E2OOF4,5,Five Stars,Good.,[],Ale
311,c592cb3a730e303807a2d6132dab4421,Medicanimal,I0001249-10kg,5,,"Another thing, with flies around its better for a cat who keeps coming back now and then.",[],
312,b8adab7b5ad30c08f767a3caf38c20be,Amazon-US,B07QDSCXXP,1,Lousy packaging for me,"I have LOVED and regularly use a lot of Garnier products so it is probably good for whatever it's for; however, I don't know how to use it where to do what!!!!!!!",['functionality'],
313,fe49e7fa668484f19ba5b012fa5b7a66,Ocado,293238011,5,Loved by fussy cat,Very fussy cat who doesn't eat much managed to almost clear the plate.,['flavour'],Cat Food (main meal)
314,016c92608a6f3a0bc8d2e46786450e9f,Superdrug,843995,5,Great handcream,"Have used this cream for several years and suffering from very dry skin, find it the only cream that suits my skin",['functionality'],Specialised Skincare
315,4c975a2016fe52c8a9b7f8a729a2b6db,ASDA,9.10E+11,5,Quality Jelly,They should make the black cherry one available as ready to eat as well!,['flavour'],
316,88edcee35186da9e902bb850a0d504e9,Bitiba-DE,33842.5,4,,Pedigree senior ist 1a,[],Dog Food (main meal)
317,b0290b2d5581436d792ed70a171274e2,Iceland,63281,5,,Glad to see these available again only eat these dippers big favourite in my house thankyou Iceland,['flavour''],Frozen Meat & Poultry
318,242b852153d34a8f254470fe56c388b0,Amazon-Pantry,B014VYUDTS,5,My cat loves these,My cat loves them though and do not cause her any problems.,['flavour'],Cat Food (main meal)
319,6af9b66cab69eac042ec0bcd0bb1b3c1,Amazon-US,B000LQMF9C,3,Dried out,It was way too dry and hard to chew.,['flavour'],Fruity Confectionery
320,ec68f21944d43109eee03eaba57303d2,Amazon-US,B00NJNJ2JK,5,Open--discouned. good as new,I bought this at a discount bc it was open packaging!,['packaging'],Feminine Hygiene
321,48a1ba9a5e449ffd601fd2f11477eaa9,BJs-US,371211,4,Love the strong flavor,Case does make them easy to take places.,['functionality'],Mints
322,f4a40657532737e40dbecffa09343936,Zooplus,434499.2,5,If I could give this 6 stars I would,They've gone mad for the Cosma Nature.,['flavour'],Cat Food (main meal)
323,34d54a2544aba3ea204ef4e2d6b949fd,Chewy-US,82231,5,Dogs gobbled it up!,"This high quality brand is hard to find in our area, so I am glad Chewy stocks it.",['ingredients'],Dog Food (main meal)
324,300bd5b1283eec55ed61b32c913557e4,Amazon-UK,B00WC0DH2E,5,Silky Smooth,Excellent moisturiser feel difference after 1st use.,['functionality'],Mass Skincare
325,d7587f45100f8436e7cba0ebf69415be,Amazon-US,B07ZHYSRFY,5,Great Epilator,Love this epilator!,['functionality'],
326,5da073e2a00c203050876f8123dc930d,Petco-US,958913,5,Perfect for foster kittens!,Also purina is one fo the few companies that check if there products have a sufficient amount of nutrients).,['ingredients'],
327,b2e55f3f4ed3eda911e22b156b8edd36,Chewy-US,202279,4,Cats liked it,"Cats really liked it, even cleaned all of the gravy out of their bowls.",['flavour'],
328,c6df253a0929f8a566380ba10a08eafc,Boots,1416257,5,,"By the end of the day, after a long day at work, my skin still felt soft and healthy.",['functionality'],
329,2b33b5076293c493dc1396382f8e28d2,Ocado,369180011,5,Just as described!,Will buy again.,[],Frozen Fish
330,9727f1c9120b8e5060fe7d0c3018e016,Chewy-US,67706,5,THIS PRODUCT IS AMAZING,Within 10 days of this meal plan he has gained a beautiful amount of weight and muscle and I have gotten countless comments of how beautiful and shiny his coat is!,['functionality'],
331,ce716eeea9adcd0be3efbc9abe91e2a5,John-Lewis,85504203,2,If looks were everything...,Most espresso machines in this price bracket make better espresso.,['price'],Coffee Machines
332,4740935d63258199f16300ba383e157f,Target-US,A-16600971,,Not too stripping or leaves face feeling dry.,Overall a good product.,[],
333,856899ba91acbc326b57c9d89b3e981e,Amazon-UK,B07R6SM685,2,Arrived with an already expired (28.2.20) date,Photo can be provided if needed.,[],Chocolate Singles
334,cb31857ce57e47493a5c4165484a5915,Ocado,387060011,5,Love it,Easy way to get refueled after a work out and delicious too!,"['flavour', 'ingredients']","Frozen Desserts, Fruits & Pastry"
